Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"SCL","Supply Utilization Accounts (2010-)","608","Philippines","5023","Processed","23161.03","Rice, broken","2020","2020","tonnes","6883.4","E","Estimated value"
"SCL","Supply Utilization Accounts (2010-)","608","Philippines","5166","Residuals","23161.03","Rice, broken","2014","2014","tonnes","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","608","Philippines","5166","Residuals","23161.03","Rice, broken","2015","2015","tonnes","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","608","Philippines","5166","Residuals","23161.03","Rice, broken","2016","2016","tonnes","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","608","Philippines","5166","Residuals","23161.03","Rice, broken","2017","2017","tonnes","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","608","Philippines","5166","Residuals","23161.03","Rice, broken","2018","2018","tonnes","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","608","Philippines","5166","Residuals","23161.03","Rice, broken","2019","2019","tonnes","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","608","Philippines","5166","Residuals","23161.03","Rice, broken","2020","2020","tonnes","0","I","Imputed value"
"SCL","Supply Utilization Accounts (2010-)","608","Philippines","5141","Food supply quantity (tonnes)","23161.03","Rice, broken","2010","2010","tonnes","19393","E","Estimated value"
"SCL","Supply Utilization Accounts (2010-)","608","Philippines","5141","Food supply quantity (tonnes)","23161.03","Rice, broken","2011","2011","tonnes","19768","E","Estimated value"
"SCL","Supply Utilization Accounts (2010-)","608","Philippines","5141","Food supply quantity (tonnes)","23161.03","Rice, broken","2012","2012","tonnes","23970","E","Estimated value"
"SCL","Supply Utilization Accounts (2010-)","608","Philippines","5141","Food supply quantity (tonnes)","23161.03","Rice, broken","2013","2013","tonnes","11121","E","Estimated value"
"SCL","Supply Utilization Accounts (2010-)","608","Philippines","5141","Food supply quantity (tonnes)","23161.03","Rice, broken","2014","2014","tonnes","14970","E","Estimated value"
"SCL","Supply Utilization Accounts (2010-)","608","Philippines","5141","Food supply quantity (tonnes)","23161.03","Rice, broken","2015","2015","tonnes","17194","E","Estimated value"
"SCL","Supply Utilization Accounts (2010-)","608","Philippines","5141","Food supply quantity (tonnes)","23161.03","Rice, broken","2016","2016","tonnes","9442","E","Estimated value"
"SCL","Supply Utilization Accounts (2010-)","608","Philippines","5141","Food supply quantity (tonnes)","23161.03","Rice, broken","2017","2017","tonnes","13579","E","Estimated value"
"SCL","Supply Utilization Accounts (2010-)","608","Philippines","5141","Food supply quantity (tonnes)","23161.03","Rice, broken","2018","2018","tonnes","11906","E","Estimated value"
"SCL","Supply Utilization Accounts (2010-)","608","Philippines","5141","Food supply quantity (tonnes)","23161.03","Rice, broken","2019","2019","tonnes","13773.57","I","Imputed value"
